"ID";"REG1";"Event";"DIM";"Date";"Remark";"R";"T";"B";"Technician";"ET Donor Dam";"ET Donor Reg";
     45956 ;276001272845956 ;BESAMT     ;  56 ;16/10/24;LIENONME        ;O ; 4 ;C ;Annett     300       ;;;
     45956 ;276001272845956 ;BESAMT     ;  59 ;19/10/24;BRONTIDE        ;O ; 2 ;C ;S�ren      7         ;;;
     45956 ;276001272845956 ;BESAMT     ;  78 ;07/11/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     45956 ;276001272845956 ;BESAMT     ; 103 ;02/12/24;SLAVIA          ;P ; 4 ;C ;Annett     300       ;;;
     45956 ;276001272845956 ;BESAMT     ; 125 ;24/12/24;NIGHTBLU.B      ;C ; 3 ;C ;Sjoerd     278       ;;;
     45967 ;276001272845967 ;BESAMT     ;  46 ;06/12/24;ZINGLER         ;O ; 4 ;C ;Annett     300       ;;;
     45977 ;276001272845977 ;BESAMT     ;  89 ;27/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     46001 ;276001405346001 ;BESAMT     ;  65 ;21/10/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     46001 ;276001405346001 ;BESAMT     ; 106 ;01/12/24;DIVINITY        ;C ; 5 ;C ;Stefan     278       ;;;
     46177 ;276001406446177 ;BESAMT     ; 284 ;06/12/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     46177 ;276001406446177 ;BESAMT     ; 300 ;22/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     46206 ;276001405346206 ;BESAMT     ;  72 ;20/11/24;RIVARIDG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     46206 ;276001405346206 ;BESAMT     ; 109 ;27/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     46268 ;276001405346268 ;BESAMT     ; 273 ;19/10/24;RIVARIDG        ;O ; 2 ;G ;S�ren      7         ;;;
     46303 ;276001405346303 ;BESAMT     ; 349 ;04/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     46303 ;276001405346303 ;BESAMT     ; 377 ;01/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     46303 ;276001405346303 ;BESAMT     ; 419 ;13/12/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     46315 ;276001405346315 ;BESAMT     ; 316 ;04/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     46612 ;276001406646612 ;BESAMT     ; 149 ;12/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     46612 ;276001406646612 ;BESAMT     ; 173 ;05/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     46612 ;276001406646612 ;BESAMT     ; 203 ;05/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     46612 ;276001406646612 ;BESAMT     ; 227 ;29/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     46613 ;276001406646613 ;BESAMT     ; 189 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     46613 ;276001406646613 ;BESAMT     ; 211 ;21/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     46634 ;276001406646634 ;BESAMT     ; 206 ;25/10/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     46634 ;276001406646634 ;BESAMT     ; 228 ;16/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     46638 ;276001406646638 ;BESAMT     ; 209 ;17/10/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     46638 ;276001406646638 ;BESAMT     ; 234 ;11/11/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     46638 ;276001406646638 ;BESAMT     ; 259 ;06/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     46638 ;276001406646638 ;BESAMT     ; 282 ;29/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     48033 ;276001405548033 ;BESAMT     ;  89 ;19/10/24;RIVARIDG        ;O ; 2 ;G ;S�ren      7         ;;;
     48033 ;276001405548033 ;BESAMT     ; 130 ;29/11/24;RIVARIDG        ;R ; 4 ;O ;Annett     300       ;;;
     48033 ;276001405548033 ;BESAMT     ; 131 ;30/11/24;RIVARIDG        ;A ; 4 ;C ;Annett     300       ;;;
     48143 ;276001405548143 ;BESAMT     ;  52 ;11/12/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     48192 ;276001405548192 ;BESAMT     ;  72 ;12/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     48192 ;276001405548192 ;BESAMT     ; 117 ;27/12/24;ZINGZANG        ;O ; 3 ;O ;Sjoerd     278       ;;;
     48485 ;276001501348485 ;BESAMT     ; 353 ;11/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     48485 ;276001501348485 ;BESAMT     ; 377 ;04/11/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     49556 ;276001504749556 ;BESAMT     ;  72 ;17/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     49560 ;276001504749560 ;BESAMT     ;  98 ;19/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     49560 ;276001504749560 ;BESAMT     ; 118 ;08/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     49560 ;276001504749560 ;BESAMT     ; 143 ;03/12/24;ZINGLER         ;P ; 3 ;C ;Sjoerd     278       ;;;
     49562 ;276001504749562 ;BESAMT     ;  57 ;07/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     49575 ;276001504749575 ;BESAMT     ;  66 ;06/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     49575 ;276001504749575 ;BESAMT     ;  86 ;26/11/24;RIVARIDG        ;P ; 5 ;C ;Stefan     278       ;;;
     49582 ;276001504749582 ;BESAMT     ;  93 ;13/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     49583 ;276001504749583 ;BESAMT     ;  56 ;18/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     53290 ;276001262753290 ;BESAMT     ;  68 ;09/12/24;FIRELINK        ;O ; 5 ;C ;Stefan     278       ;;;
     53290 ;276001262753290 ;BESAMT     ;  89 ;30/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     55209 ;276001405955209 ;BESAMT     ;  83 ;15/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     55218 ;276001405955218 ;BESAMT     ;  84 ;27/12/24;ZINGZANG        ;O ; 3 ;O ;Sjoerd     278       ;;;
     55239 ;276001405955239 ;BESAMT     ; 113 ;16/10/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
     55239 ;276001405955239 ;BESAMT     ; 139 ;11/11/24;SLAVIA          ;P ; 2 ;G ;S�ren      7         ;;;
     55254 ;276001405955254 ;BESAMT     ; 108 ;29/11/24;NIGHTBLU.B      ;A ; 5 ;O ;Stefan     278       ;;;
     55260 ;276001405955260 ;BESAMT     ;  92 ;06/10/24;SLAVIA          ;R ; 5 ;C ;Stefan     278       ;;;
     55260 ;276001405955260 ;BESAMT     ;  93 ;07/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     55260 ;276001405955260 ;BESAMT     ; 117 ;31/10/24;NIGHTBLU        ;O ; 5 ;C ;Stefan     278       ;;;
     55260 ;276001405955260 ;BESAMT     ; 141 ;24/11/24;NIGHTBLU        ;O ; 5 ;C ;Stefan     278       ;;;
     55260 ;276001405955260 ;BESAMT     ; 165 ;18/12/24;ZINGZANG        ;- ; 3 ;C ;Sjoerd     278       ;;;
     55267 ;276001405955267 ;BESAMT     ; 161 ;07/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     55267 ;276001405955267 ;BESAMT     ; 181 ;27/10/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     55267 ;276001405955267 ;BESAMT     ; 228 ;13/12/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     55267 ;276001405955267 ;BESAMT     ; 231 ;16/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     55300 ;276001405955300 ;BESAMT     ;  67 ;21/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     55301 ;276001405955301 ;BESAMT     ;  84 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     55301 ;276001405955301 ;BESAMT     ; 108 ;02/12/24;FIRELINK        ;O ; 3 ;C ;Sjoerd     278       ;;;
     55301 ;276001405955301 ;BESAMT     ; 134 ;28/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     55318 ;276001405955318 ;BESAMT     ;  95 ;07/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     55318 ;276001405955318 ;BESAMT     ; 119 ;31/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     55318 ;276001405955318 ;BESAMT     ; 146 ;27/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     55318 ;276001405955318 ;BESAMT     ; 167 ;18/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     55321 ;276001405955321 ;BESAMT     ;  47 ;08/12/24;FIRELINK        ;P ; 3 ;C ;Sjoerd     278       ;;;
     55343 ;276001405955343 ;BESAMT     ;  81 ;07/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     55346 ;276001405955346 ;BESAMT     ;  68 ;20/12/24;NIGHTBLU.B      ;R ; 3 ;O ;Sjoerd     278       ;;;
     55346 ;276001405955346 ;BESAMT     ;  70 ;22/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     55366 ;276001405955366 ;BESAMT     ; 202 ;08/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     55366 ;276001405955366 ;BESAMT     ; 225 ;31/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     55366 ;276001405955366 ;BESAMT     ; 249 ;24/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     55371 ;276001405955371 ;BESAMT     ;  61 ;07/12/24;WAGYUVIA        ;P ; 3 ;C ;Sjoerd     278       ;;;
     55377 ;276001405955377 ;BESAMT     ; 269 ;14/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     55377 ;276001405955377 ;BESAMT     ; 294 ;08/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     55383 ;276001405955383 ;BESAMT     ;  90 ;13/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     55421 ;276001405955421 ;BESAMT     ;  78 ;25/10/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     55421 ;276001405955421 ;BESAMT     ; 106 ;22/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     55421 ;276001405955421 ;BESAMT     ; 127 ;13/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     56202 ;276001406356202 ;BESAMT     ;  52 ;05/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     56202 ;276001406356202 ;BESAMT     ;  78 ;31/12/24;ZINGZANG        ;O ; 5 ;C ;Stefan     278       ;;;
     56203 ;276001406356203 ;BESAMT     ;  60 ;08/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     56203 ;276001406356203 ;BESAMT     ;  65 ;13/11/24;LIENONME        ;O ; 4 ;C ;Annett     300       ;;;
     56203 ;276001406356203 ;BESAMT     ;  87 ;05/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     56203 ;276001406356203 ;BESAMT     ; 111 ;29/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     56204 ;276001406356204 ;BESAMT     ;  64 ;28/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56204 ;276001406356204 ;BESAMT     ;  95 ;29/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     56205 ;276001406356205 ;BESAMT     ;  73 ;02/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     56205 ;276001406356205 ;BESAMT     ; 102 ;01/12/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     56205 ;276001406356205 ;BESAMT     ; 130 ;29/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     56207 ;276001406356207 ;BESAMT     ;  63 ;21/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56222 ;276001406356222 ;BESAMT     ;  64 ;17/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     56227 ;276001406356227 ;BESAMT     ; 233 ;18/10/24;NIGHTBLU.B      ;C ; 2 ;C ;S�ren      7         ;;;
     56227 ;276001406356227 ;BESAMT     ; 235 ;20/10/24;LIENONME        ;C ; 2 ;C ;S�ren      7         ;;;
     56227 ;276001406356227 ;BESAMT     ; 236 ;21/10/24;LIENONME        ;C ; 2 ;C ;S�ren      7         ;;;
     56227 ;276001406356227 ;BESAMT     ; 240 ;25/10/24;NIGHTBLU.B      ;C ; 4 ;C ;Annett     300       ;;;
     56227 ;276001406356227 ;BESAMT     ; 249 ;03/11/24;NIGHTBLU.B      ;C ; 2 ;G ;S�ren      7         ;;;
     56227 ;276001406356227 ;BESAMT     ; 262 ;16/11/24;NIGHTBLU.B      ;C ; 4 ;C ;Annett     300       ;;;
     56227 ;276001406356227 ;BESAMT     ; 293 ;17/12/24;NIGHTBLU.B      ;C ; 4 ;C ;Annett     300       ;;;
     56228 ;276001406356228 ;BESAMT     ;  72 ;28/12/24;SAMSON          ;O ; 3 ;C ;Sjoerd     278       ;;;
     56238 ;276001406356238 ;BESAMT     ;  67 ;20/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56238 ;276001406356238 ;BESAMT     ; 107 ;29/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     56238 ;276001406356238 ;BESAMT     ; 127 ;19/12/24;ZINGLER         ;P ; 3 ;C ;Sjoerd     278       ;;;
     56248 ;276001406356248 ;BESAMT     ; 136 ;14/10/24;NIGHTBLU.B      ;O ; 5 ;- ;Stefan     278       ;;;
     56248 ;276001406356248 ;BESAMT     ; 178 ;25/11/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     56256 ;276001406356256 ;BESAMT     ;  83 ;22/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     56270 ;276001406356270 ;BESAMT     ; 211 ;22/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56270 ;276001406356270 ;BESAMT     ; 230 ;10/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     56270 ;276001406356270 ;BESAMT     ; 235 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;C ;Anne       224       ;;;
     56270 ;276001406356270 ;BESAMT     ; 277 ;27/12/24;NIGHTBLU.B      ;P ; 2 ;C ;S�ren      7         ;;;
     56272 ;276001406356272 ;BESAMT     ;  83 ;17/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     56272 ;276001406356272 ;BESAMT     ; 105 ;08/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56272 ;276001406356272 ;BESAMT     ; 126 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56272 ;276001406356272 ;BESAMT     ; 150 ;23/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     56277 ;276001406356277 ;BESAMT     ;  73 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     56277 ;276001406356277 ;BESAMT     ; 104 ;09/12/24;FIRELINK        ;O ; 5 ;C ;Stefan     278       ;;;
     56281 ;276001406356281 ;BESAMT     ; 163 ;15/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56281 ;276001406356281 ;BESAMT     ; 194 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;C ;Anne       224       ;;;
     56281 ;276001406356281 ;BESAMT     ; 228 ;19/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     56298 ;276001406356298 ;BESAMT     ; 376 ;03/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     56298 ;276001406356298 ;BESAMT     ; 395 ;22/10/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     56298 ;276001406356298 ;BESAMT     ; 399 ;26/10/24;RIVARIDG        ;A ; 4 ;C ;Annett     300       ;;;
     56327 ;276001406356327 ;BESAMT     ; 137 ;19/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56327 ;276001406356327 ;BESAMT     ; 161 ;12/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     56327 ;276001406356327 ;BESAMT     ; 183 ;04/12/24;ZINGLER         ;P ; 5 ;C ;Stefan     278       ;;;
     56342 ;276001406356342 ;BESAMT     ; 258 ;01/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56342 ;276001406356342 ;BESAMT     ; 301 ;13/11/24;NIGHTBLU.B      ;P ; 4 ;C ;Annett     300       ;;;
     56349 ;276001406356349 ;BESAMT     ; 276 ;11/10/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     56349 ;276001406356349 ;BESAMT     ; 286 ;21/10/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     56349 ;276001406356349 ;BESAMT     ; 299 ;03/11/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     56349 ;276001406356349 ;BESAMT     ; 323 ;27/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     56362 ;276001406356362 ;BESAMT     ;  61 ;04/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     56362 ;276001406356362 ;BESAMT     ;  87 ;30/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     56362 ;276001406356362 ;BESAMT     ; 115 ;27/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56362 ;276001406356362 ;BESAMT     ; 136 ;18/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     56368 ;276001406356368 ;BESAMT     ; 298 ;08/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     56372 ;276001406356372 ;BESAMT     ;  79 ;08/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     56376 ;276001406356376 ;BESAMT     ; 164 ;14/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56376 ;276001406356376 ;BESAMT     ; 189 ;08/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56376 ;276001406356376 ;BESAMT     ; 198 ;17/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56376 ;276001406356376 ;BESAMT     ; 218 ;07/12/24;WAGYUVIA        ;O ; 3 ;C ;Sjoerd     278       ;;;
     56380 ;276001406356380 ;BESAMT     ; 159 ;25/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56380 ;276001406356380 ;BESAMT     ; 183 ;18/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56388 ;276001406356388 ;BESAMT     ; 472 ;04/12/24;NIGHTBLU.B      ;P ; 4 ;G ;Annett     300       ;;;
     56395 ;276001406356395 ;BESAMT     ;  80 ;22/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     56395 ;276001406356395 ;BESAMT     ; 107 ;19/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     56398 ;276001406356398 ;BESAMT     ;  68 ;28/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     56399 ;276001406356399 ;BESAMT     ;  86 ;06/12/24;FIRELINK        ;R ; 5 ;O ;Stefan     278       ;;;
     56399 ;276001406356399 ;BESAMT     ;  88 ;08/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     56404 ;276001406356404 ;BESAMT     ; 145 ;18/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     56404 ;276001406356404 ;BESAMT     ; 166 ;08/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     56404 ;276001406356404 ;BESAMT     ; 189 ;01/12/24;DIVINITY        ;P ; 5 ;C ;Stefan     278       ;;;
     56406 ;276001406356406 ;BESAMT     ;  62 ;16/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56406 ;276001406356406 ;BESAMT     ;  83 ;07/12/24;WAGYUVIA        ;P ; 3 ;C ;Sjoerd     278       ;;;
     56413 ;276001406356413 ;BESAMT     ;  59 ;23/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     56413 ;276001406356413 ;BESAMT     ;  84 ;18/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     56418 ;276001406356418 ;BESAMT     ; 132 ;06/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56418 ;276001406356418 ;BESAMT     ; 146 ;20/11/24;RIVARIDG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     56418 ;276001406356418 ;BESAMT     ; 176 ;20/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     56421 ;276001406356421 ;BESAMT     ;  86 ;22/10/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     56421 ;276001406356421 ;BESAMT     ; 109 ;14/11/24;LIENONME        ;P ; 3 ;C ;Sjoerd     278       ;;;
     56422 ;276001406356422 ;BESAMT     ;  66 ;02/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     56422 ;276001406356422 ;BESAMT     ;  92 ;28/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56422 ;276001406356422 ;BESAMT     ; 114 ;20/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     56427 ;276001406356427 ;BESAMT     ; 230 ;27/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56427 ;276001406356427 ;BESAMT     ; 277 ;13/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     56432 ;276001406356432 ;BESAMT     ; 108 ;18/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     56432 ;276001406356432 ;BESAMT     ; 148 ;27/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56432 ;276001406356432 ;BESAMT     ; 152 ;01/12/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     56432 ;276001406356432 ;BESAMT     ; 174 ;23/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     56446 ;276001406356446 ;BESAMT     ; 141 ;15/10/24;RIVARIDG        ;O ; 2 ;3 ;S�ren      7         ;;;
     56446 ;276001406356446 ;BESAMT     ; 186 ;29/11/24;NIGHTBLU.B      ;P ; 4 ;O ;Annett     300       ;;;
     56449 ;276001406356449 ;BESAMT     ; 111 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     56449 ;276001406356449 ;BESAMT     ; 135 ;02/12/24;FIRELINK        ;O ; 3 ;C ;Sjoerd     278       ;;;
     56449 ;276001406356449 ;BESAMT     ; 160 ;27/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     56468 ;276001406356468 ;BESAMT     ;  66 ;11/12/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     56474 ;276001406356474 ;BESAMT     ; 145 ;11/11/24;SLAVIA          ;O ; 2 ;G ;S�ren      7         ;;;
     56474 ;276001406356474 ;BESAMT     ; 177 ;13/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     56475 ;276001406356475 ;BESAMT     ; 113 ;06/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56475 ;276001406356475 ;BESAMT     ; 160 ;22/11/24;NIGHTBLU.B      ;P ; 5 ;O ;Stefan     278       ;;;
     56476 ;276001406356476 ;BESAMT     ; 141 ;19/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     56476 ;276001406356476 ;BESAMT     ; 164 ;11/11/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     56476 ;276001406356476 ;BESAMT     ; 188 ;05/12/24;ZINGLER         ;P ; 5 ;C ;Stefan     278       ;;;
     56476 ;276001406356476 ;BESAMT     ; 212 ;29/12/24;NIGHTBLU.B      ;C ; 3 ;C ;Sjoerd     278       ;;;
     56480 ;276001406356480 ;BESAMT     ;  71 ;28/12/24;SAMSON          ;P ; 3 ;C ;Sjoerd     278       ;;;
     56485 ;276001406356485 ;BESAMT     ; 130 ;22/11/24;LIENONME        ;R ; 5 ;O ;Stefan     278       ;;;
     56485 ;276001406356485 ;BESAMT     ; 131 ;23/11/24;RIVARIDG        ;P ; 5 ;C ;Stefan     278       ;;;
     56487 ;276001406356487 ;BESAMT     ; 360 ;02/10/24;NIGHTBLU.B      ;A ; 4 ;C ;Annett     300       ;;;
     56487 ;276001406356487 ;BESAMT     ; 376 ;18/10/24;LIENONME        ;O ; 4 ;O ;Annett     300       ;;;
     56487 ;276001406356487 ;BESAMT     ; 398 ;09/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     56488 ;276001406356488 ;BESAMT     ;  69 ;08/12/24;ZINGLER         ;P ; 3 ;C ;Sjoerd     278       ;;;
     56492 ;276001406356492 ;BESAMT     ; 377 ;22/11/24;NIGHTBLU.B      ;O ; 4 ;G ;Annett     300       ;;;
     56493 ;276001406356493 ;BESAMT     ;  77 ;22/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     56493 ;276001406356493 ;BESAMT     ; 103 ;18/12/24;ZINGZANG        ;A ; 3 ;C ;Sjoerd     278       ;;;
     56495 ;276001406356495 ;BESAMT     ;  57 ;27/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     56495 ;276001406356495 ;BESAMT     ;  80 ;19/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     56495 ;276001406356495 ;BESAMT     ; 103 ;12/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     56496 ;276001406356496 ;BESAMT     ;  60 ;23/11/24;DIVINITY        ;A ; 5 ;C ;Stefan     278       ;;;
     58971 ;276001405758971 ;BESAMT     ; 259 ;19/10/24;SLAVIA          ;O ; 2 ;G ;S�ren      7         ;;;
     58971 ;276001405758971 ;BESAMT     ; 282 ;11/11/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
